inID,Commentaire,star,source,company,index_org,star_org,date
52,"je passe une commande avec 2 articles . je ne sais pas pourquoi ma commande part en 2 colis pour un cadre et un sticker ... un colis arrive au bon relay l'autre dans un relay à 35 km de chez moi . réponse de showrooprive , on ne peut pas renvoyer votre colis au bon relay et quand je demande une prise en charge des frais de port ça n est accepté que si je ne récupère mon colis . ça ne les gêne pas de me laisser faire le travail du livreur et de me faire payer des frais de livraison . ils ne sont déjà pas à l origine de la proposition et il n accepté pas 3e environ de remboursement . service client déplorable . pas c est un cadeau de fête des pères . merci pour rien showrooprive",1,TrustPilot,ShowRoom,52,1,2021-06-08 00:00:00+00:00
53,je suis une très bonne cliente de showroomprive j'ai eu un souci sur la marque sixième sens avec des sandales achetees 25 euros et mise 2 fois . les semelles se décollaient la bride s'est détachee de la semelle ... enfin une horreur et aucun geste commercial aucun retour possible car soi-disant dépassement delai ... et surtout on m ' a reproché d'avoir utilisé les sandales . de la daube ce produit et showroom super mauvais en service après vente,1,TrustPilot,ShowRoom,53,1,2021-06-08 00:00:00+00:00
54,"a fuir , j'ai acheté un matelas a 400balles soit disant à moins de 70 % que chez le fabricant et livraison payante 20 eur.aparament ils savaient pas que plus le montant est énorme plus la livraison doit être gratuite ou minime.je me suis dit après tout c'est une bonne affaire je leurs ai fait confiance mais après avoir acheté j'ai consulté le site du fabricant et à ma grande surprise , il est au même prix que showroom et ils proposent la livraison gratuite et retour dans 100jours , alors que avec eux , tu n'as que 14jiurs pour le retour.le comble , il disaient que la livraison est sur rendez vous à partir du 19juin et que le livreur ne livrera que si le rendez-vous est confirmé.un jour , le 08 juin , je suis à 40 km loin de la maison , un livreur hyper pressé m'appelle et veut a tout prix livrer la commande , il ne veut ni revenir un autre jour ni la déposer en point relais . j'ai dû improviser et embêter d'autres personnes pour pouvoir récupérer la commande.qu'attendre d'un site qui vous dupe en mettant des prix gonflés , qui vous livrent une grosse commande sans vous tenir au courant et qui ne mettent pas à jour les informations de suivi de commandefranchement je désinstalle l'appli et je me désabonne de leurs mailing liste",1,TrustPilot,ShowRoom,54,1,2021-06-08 00:00:00+00:00
55,"j'ai vu beaucoup de commentaires négatifs sur showroomprivé . pour ma part , je n'ai jamais eu aucun souci depuis un an que je commande chez eux . toutes mes commandes étaient conformes , en bon état et dans les délais annoncés . quant au service client , je l'ai contacté aujourd'hui pour avoir une information sur mon premier retour et j'ai déjà reçu une réponse cet après-midi . je dirais donc qu'ils sont assez efficaces . mon expérience est très positive jusqu ' à présent .",5,TrustPilot,ShowRoom,55,5,2021-06-08 00:00:00+00:00
56,"un service client déplorable comparé à celui des entreprises du même genre . j'ai effectué une commande en octobre 2020 et à l'heure actuelle , je me fais encore balader par le service client . j'ai reçu un article de très mauvaise qualité . dans un premier temps , on m ' a annoncé un remboursement , puis on m ' a dit que finalement ce serait une réparation de l'article ( alors que le problème était la qualité de base ! ! ) . j'ai alors reçu une adresse pour renvoyer mon article ... qui n'était pas la bonne adresse ! encore une erreur de la part du service client qui se contente de me dire 'merci d'ignorer notre mail précédent ' à chaque fois qu'ils se trompent ! ! ! ils m'ont finalement donné la bonne adresse , l'article a été `` réparé '' , mais il s'est cassé peu de temps après puisque le problème est bien la qualité de base . suite à cette nouvelle déconvenue , j'ai eu confirmation par téléphone et par email , écrit noir sur blanc , que j'allais être remboursée si je renvoyais à nouveau l'article , ce que j'ai fait , mais toujours aucun remboursement depuis , et pas d'article ! ! ! et maintenant , on me dit que le remboursement n'est plus possible , que c'était une erreur de m'avoir dit cela . je me retrouve donc sans article et sans remboursment . une vraie honte ! ! ! j'ai beau rappeler et renvoyer des mails , mes demandes sont ignorées , ou on me fait croire qu ' '' un autre service va s'en occuper '' . je ne comprends pas comment un service client peut être aussi déplorable . ils ne proposent même pas un avoir pour leurs erreurs répétées et leur manque de sérieux , rien du tout , ne tiennent aucun de leur engagement.toutes les personnes jointes par téléphone ne `` peuvent rien faire pour moi '' ! j'ai engagé des démarches pour résoudre le litige , mais je me doute bien que showroomprive ne fera aucun effort de leur côté . la satisfaction de leur clientèle ne semble pas importante à leurs yeux.je commande beaucoup sur ce genre de sites , les autres services clients sont beaucoup plus réactifs et fiables , je ne renouvellerai certainement pas l'expérience d'achat chez showroomprive .",1,TrustPilot,ShowRoom,56,1,2021-06-08 00:00:00+00:00
57,colis non conforme à la commande . sav incompétent et retour impossible à partir d ’ un smartphone . passez votre chemin…,1,TrustPilot,ShowRoom,57,1,2021-06-08 00:00:00+00:00
58,"j'ai commandé un haut pour ma fille qui était prevu de rentrer pendant le vacances . dû au contact covid elle n ' a pas pu rentrer comme prévu . quand elle est rentré et essayer le haut malheureusement c'est trop grand . j'ai appelé le service client car la date de retour a été dépassé par 10jrs . j'ai expliqué la circonstance et on m'avait promis qu'un responsable va m'appeler sous 48hrs . pas d'appel et j'ai rappelé à nouveau toujours la promesse mais pas d'appel . j'ai envoyé un mail et la responsable voulait rien entendre après plusieurs argument j'ai proposé de demander le médecin de ma fille pour une attestation . j'ai appelé le médecin et malheureusement il est absent et j'ai envoyé un mail en expliquant que le médecin est absent et que j'aurais le certificat une fois que le médecin et de retour . a ma surprise voila la réponse de mail que le responsable m ' a envoyé c'est une honte : n° commande : 229282027vente : guessbonjour swaleha , je me permets de revenir vers vous au sujet de la commande citée en objet . effectivement , j'ai bien lu votre mail et vous ai répondu en connaissance de cause . lors de notre échange téléphonique , je vous ai clairement expliqué que le délai était dépassé . vous m'avez ensuite évoqué la raison de ce retard et je vous demandais la preuve pour voir avec le service retour . sauf qu'en absence de preuve , du fait de l'indisponibilité momentané de votre médecin , je ne peux effectuer une demande de retour . mon mail était donc explicit en tenant compte de tout ce que nous avons convenu par téléphone . je suis sincèrement navré de cette situation . cordialement , jonasservice client showroomprive.com",1,TrustPilot,ShowRoom,58,1,2021-06-07 00:00:00+00:00
59,"mauvaise manipulation sur mon portable , j ’ ai validé une commande d ’ une table basse par erreur , impossible d ’ annuler la commande , je crois rêver mais vraiment 😂😂😂je vais devoir attendre la livraison puis renvoyer la table ( a mes frais car « article encombrant » donc 50 a 100€ a ma charge ) faut vraiment qu ’ on m ’ explique pourquoi annuler une commande dans les 3 secs qui suivent n ’ est pas possible ? ? vous l ’ aviez peut être déjà emballé , chargé et expédié en 1 seconde ? du grand n ’ importe quoi… .",1,TrustPilot,ShowRoom,59,1,2021-06-07 00:00:00+00:00
60,"nul de chez nul , plusieurs commandes passées , après plusieurs mois d'attente , l'article arrive et ce n'est pas le bon . et ça pour 4 commande entre août 2020 et juin 2021 . a fuir absolument , perte de temps.même s'il vous rembourse dans les frais d'envoi qu'il ne rembourse pas le mal . incompétent .",1,TrustPilot,ShowRoom,60,1,2021-06-07 00:00:00+00:00
61,"j ' ai commandé sur showroomprive 3 lunch box lors d ' une vente début mai . le colis arrive parfait . il y en avait un pour ma fille pour le goûter , un pour ma belle soeur et un pour moi . les lanières de celui de ma fille ont craqué , bon ca peut arriver , mauvaise manipulation ... puis 3 jours plus tard le mien craque et ce dimanche 6 juin celui de ma belle sœur . produits irréparables qui m ' ont coûté 30 euros plus les frais de port sachant que si j'achète sur ce site c est pour faire des économies . donc je décide de faire un mail , avec photos , pour montrer le contenu du sac quand les ances ont lâché . on me répond que le délais de 15 jours pour un retour et dépassé . je les contacte par téléphone , et la j explique ma situation , je souhaite renvoyer les lunch bag et un remboursement ou même un avoir . et là on m envoit , au debut gentillement boulet en me répetant en boucle que le délais est dépassé . je m explique à nouveau , 30 euros pour une utilisation de 3 semaines c est cher payé , on me prend de haut , rien ne peut etre fait je peux m assoir sur mes 30 euros et mes lunch box . c est une honte . je parle à un mur . je demande un responsable on me met en attente puis me dis que le service qu elle a contacté lui a dit la même chose . ils ne peuvent rien . je demande le contact du fournisseur car la marchandise est de très mauvaise qualité , encore un refus et elle ose me dire que c est moi qui est dû mal utiliser les articles . oui je dois faire des lancés de lunch box pendant ma pause dejeuner ! ! ! ! ! ! qu'elle mauvaise fois , c est scandaleux . même pas un geste pour garder le client , même pas de politesse , a la fin elle ne m'écoutait même plus . je suis choquée . je ne compte plus commander sur ce site , je commande sur veepee qui a un servive client au top , avec des gens qui parlent correctement , polis pas de vulgaires robots qui prennent les clients pour des pigeons . mais je ne compte pas en rester là .",1,TrustPilot,ShowRoom,61,1,2021-06-07 00:00:00+00:00
62,1 mois et demi d ’ attente pour recevoir des mauvais articles .,1,TrustPilot,ShowRoom,62,1,2021-06-07 00:00:00+00:00
63,"je suis bluffée par le service client : pas d'attente au téléphone , réponse claire , remboursement rapide . cela me donne confiance , j ' y retournerai .",5,TrustPilot,ShowRoom,63,5,2021-06-07 00:00:00+00:00
64,"commande du 15/05/2021 : point de livraison modifié , date de livraison retardée.commande du 21/04/2021 : point de livraison modifié ; colis explosé avec destruction du contenu ( emballage pas adapté ) ; remboursement toujours pas effectué 3 semaines après réception par leur service retour ( le site indique 5 jours ouvrés ) .et lorsque j'appelle le sav , je rencontre un degré de mauvaise foi rarement égalé ; j'ai eu la très désagréable impression d'être prise pour une c .... j'étais cliente de showroomprive depuis longtemps . tant pis , je passe à la concurrence !",1,TrustPilot,ShowRoom,64,1,2021-06-07 00:00:00+00:00
